,Unnamed: 0,Date,State,Cases_Total,Cases_White,Cases_Black,Cases_LatinX,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_LatinX,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown,Pop_White,Pop_Black,Pop_AIAN,Pop_Asian,Pop_NHPI,Pop_Total,Cases_TotalN,Cases_WhiteN,Cases_BlackN,Cases_AsianN,Cases_AIANN,Cases_NHPIN,Deaths_TotalN,Deaths_WhiteN,Deaths_BlackN,Deaths_AsianN,Deaths_AIANN,Deaths_NHPIN
65,65,9/13/2020,IL,263466,73743,37197,69281,6036,335,485,0,9550,66839,69281,127346,66839,8541,3872,2180,1679,376,12,10,0,48,364,1679,6498,132,10030587,1903458,73846,604399,7436,12619726,0.020877315402885926,0.007351813009547696,0.019541802340792388,0.009986780256089107,0.004536467784307884,0.06522323830016137,0.000676797578647904,0.0003860192828196396,0.0011452840041650512,0.0006221055958067435,0.00016250033854237197,0.0013448090371167294
66,66,9/13/2020,IN,105804,55682,10560,0,1204,0,0,0,15531,22827,9411,38923,57470,3438,2107,439,0,17,0,0,0,423,452,70,1647,1721,5638833,603797,24487,105535,3532,6376184,0.016593624023397067,0.009874738265878773,0.017489321742241184,0.011408537452030132,0.0,0.0,0.0005391939755816332,0.0003736588758702377,0.0007270655534890038,0.00016108400056853177,0.0,0.0
67,67,9/13/2020,KS,48386,31776,3542,0,1311,361,0,0,2781,8615,12966,24191,11229,511,362,79,0,13,4,0,0,29,24,71,406,34,2501057,173298,33044,69628,2864,2779891,0.0174057184256505,0.01270502831402883,0.02043878175166476,0.018828632159476073,0.010924827502723642,0.0,0.00018382015697737789,0.00014473880443348553,0.0004558621565165207,0.00018670649738610905,0.0001210507202517855,0.0
68,68,9/13/2020,KY,56945,29522,4571,0,516,144,55,2230,0,19907,4114,31726,21105,1060,808,124,0,11,0,0,21,0,96,33,891,136,3864193,342804,12105,50177,3199,4272478,0.013328330771978229,0.0076398875522004205,0.013334150126602957,0.01028359606991251,0.011895910780669145,0.017192872772741483,0.00024809958061808627,0.00020909928670747034,0.0003617227336903887,0.00021922394722681705,0.0,0.0
69,69,9/13/2020,LA,158390,58538,57063,0,7584,405,184,0,13959,20657,0,0,158390,5235,2554,2324,0,34,4,6,0,29,284,133,4713,389,2902875,1462969,33037,71829,2588,4473298,0.035407880270887385,0.020165525556560305,0.03900492765055172,0.10558409556028903,0.01225898235311923,0.07109737248840804,0.001170277499956408,0.0008798174223829824,0.0015885504067413595,0.0004733464199696501,0.00012107636891969609,0.00231839258114374
70,70,9/13/2020,MA,124826,39080,11924,27956,2722,0,0,0,7753,35391,27956,61479,35391,9210,6949,751,641,232,0,0,0,582,55,641,8514,55,5524937,504365,29944,359673,5971,6424890,0.01942850383430689,0.0070733838232001555,0.023641608755563925,0.00756798536448385,0.0,0.0,0.0014334875772192208,0.0012577518983474382,0.00148900102108592,0.0006450303470096449,0.0,0.0
71,71,9/13/2020,MD,116110,28240,37138,25706,2217,0,0,0,5378,17431,25706,72973,17431,3838,1637,1568,441,142,0,0,0,41,9,441,3388,9,3541379,1731513,30885,326655,5391,5635823,0.020602137434053553,0.007974294759188441,0.021448294064208586,0.0067869770859163335,0.0,0.0,0.0006810008050288308,0.0004622493102263271,0.0009055664034864307,0.0004347094028868378,0.0,0.0
72,72,9/13/2020,ME,4863,3184,954,0,111,9,3,22,139,441,195,3923,745,136,119,4,0,0,0,0,0,0,13,0,112,24,1269764,16269,8771,13783,377,1308964,0.0037151518299968524,0.0025075525845747715,0.05863912963304444,0.00805339911485163,0.0010261087675293582,0.007957559681697613,0.00010389896131597202,9.37182027526375e-05,0.00024586637162702074,0.0,0.0,0.0
73,73,9/13/2020,MI,123058,57797,26446,0,2274,524,0,8247,7850,19920,8921,75836,38301,6911,3724,2662,0,86,19,0,101,134,185,131,5602,1178,7949497,1416067,68396,243062,3442,9680464,0.012711993970536949,0.0072705229022666466,0.018675670007139492,0.009355637656235857,0.007661266740745073,0.0,0.0007139120604136331,0.00046845731245637304,0.001879854554904535,0.0003538191901654722,0.0002777940230422832,0.0
74,74,9/13/2020,MN,84311,38588,15900,13979,4627,688,127,1079,1439,7884,13979,62448,7884,1971,1485,185,90,89,89,35,13,13,65,90,1816,65,4623461,280949,67325,217792,2958,5192485,0.01623711960650825,0.008346128582029783,0.056593901384237,0.021245041140170437,0.010219086520608987,0.04293441514536849,0.0003795870378055979,0.0003211879585444757,0.0006584825003826318,0.000408646782250955,0.0013219457853694764,0.011832319134550372
75,75,9/13/2020,MO,102747,27742,11302,0,0,0,0,2055,3082,58566,7459,58236,37050,1705,941,473,0,0,0,0,18,61,212,61,1416,226,5038407,700178,30595,100213,7178,5876571,0.017484175720841287,0.005506105401965344,0.016141609704960737,0.0,0.0,0.0,0.00029013518257500846,0.00018676538040694212,0.0006755425049058953,0.0,0.0,0.0
76,76,9/13/2020,MS,89874,30818,35796,2652,305,1260,0,0,5496,13547,2652,54767,32455,2697,1220,1250,36,6,84,0,0,37,64,36,2267,394,1789391,1103101,16837,26477,1700,2937506,0.030595341762706188,0.017222619315733677,0.03245033772972738,0.011519431959814178,0.07483518441527588,0.0,0.0009181257842537173,0.0006817962088777691,0.0011331691295719975,0.00022661177625863958,0.004989012294351725,0.0
77,77,9/13/2020,MT,9021,4310,46,0,29,1414,0,0,81,3141,304,5395,3322,135,65,0,0,0,33,0,0,0,37,0,0,0,891529,4215,63495,6379,734,966352,0.009335107704025035,0.00483439125367767,0.010913404507710557,0.004546167110832419,0.02226947003701079,0.0,0.00013970064738314818,7.29084527816818e-05,0.0,0.0,0.0005197259626742263,0.0
78,78,9/13/2020,NC,184936,82264,33838,0,2772,2272,281,0,22484,41025,43339,79553,62044,3052,1726,894,0,39,40,4,0,197,152,272,2451,329,6898296,2088362,147566,215952,10309,9360485,0.01975709591970929,0.011925263862263957,0.016203129534055876,0.012836185819070905,0.015396500548906929,0.02725773595887089,0.00032605148130679124,0.00025020671771695504,0.0004280867014435237,0.00018059568793065125,0.00027106515050892484,0.00038801047628285966
79,79,9/13/2020,ND,15577,8430,1124,0,250,852,0,257,33,4631,0,0,15577,133,0,0,0,0,0,0,0,0,133,0,0,133,609136,8248,36948,7032,334,661698,0.023540950705608903,0.013839273988074913,0.13627546071774976,0.035551763367463025,0.023059434881455017,0.0,0.00020099803838004648,0.0,0.0,0.0,0.0,0.0
80,80,9/13/2020,NE,38188,24300,2200,0,1500,386,61,0,1900,7841,11500,17500,9188,434,341,31,0,18,11,0,0,12,21,88,296,50,1649264,85971,23418,33322,2061,1794036,0.02128608344537122,0.014733844915065145,0.025590024543159902,0.045015305203769285,0.01648304722862755,0.029597282872392043,0.0002419126483526529,0.0002067588936640829,0.0003605867094717986,0.0005401836624452313,0.0004697241438209924,0.0
81,81,9/13/2020,NH,7696,4999,366,961,209,0,0,0,249,912,961,5823,912,436,400,9,12,4,0,0,0,1,10,12,414,10,1248321,16365,3530,28933,532,1297681,0.005930579240969082,0.004004578950446239,0.022364802933088908,0.007223585525178862,0.0,0.0,0.00033598395907777026,0.0003204304021161224,0.0005499541704857929,0.00013825044067327966,0.0,0.0
82,82,9/13/2020,NJ,196634,46775,20690,37936,6425,0,0,0,14489,70319,37936,88379,70319,16031,8554,2841,3169,870,0,0,0,296,301,3169,12561,301,6546498,1282005,49907,746212,7731,8632353,0.022778725568799143,0.007145041516853743,0.01613878261005222,0.008610153682867603,0.0,0.0,0.0018570834626433835,0.0013066528088758295,0.0022160599997659916,0.0011658885142560023,0.0,0.0
83,83,9/13/2020,NM,26761,3850,473,11927,168,8279,0,0,0,2064,11927,12770,2064,823,173,7,159,2,404,0,0,0,78,159,586,78,1720992,49006,208890,31253,3132,2013273,0.013292285745649,0.0022370818690615646,0.009651879361710811,0.0053754839535404605,0.03963329982287328,0.0,0.00040878708451362535,0.00010052341905133783,0.000142839652287475,6.399385658976739e-05,0.0019340322657858202,0.0
84,84,9/13/2020,NV,73537,15018,4556,23463,4064,288,0,0,6274,19874,23463,30200,19874,1452,477,110,212,112,8,0,0,10,523,212,717,523,2106494,231224,42965,203478,19307,2603468,0.028245786005435827,0.00712938180692658,0.019703836971940628,0.01997267517864339,0.006703130455021529,0.0,0.000557717628947235,0.0002264426103278718,0.00047572916306265787,0.0005504280561043454,0.0001861980681950425,0.0
85,85,9/13/2020,NY,444365,0,0,0,0,0,0,0,0,444365,0,0,0,28641,8777,6437,6777,1714,0,0,0,1854,3082,6777,18782,3082,13901661,3378047,183046,1481555,24000,18968309,0.023426706091723832,0.0,0.0,0.0,0.0,0.0,0.00150993955233437,0.0006313634032652645,0.0019055389105006532,0.0011568925892052606,0.0,0.0
86,86,9/13/2020,OH,137405,75220,28949,0,3477,177,187,4162,9147,16086,8463,98148,30794,4415,3417,815,0,46,3,2,59,27,46,95,4241,79,9664524,1426861,29674,196693,5336,11323088,0.012134940574514655,0.007783104475709305,0.020288591530639635,0.017677294057236403,0.00596481768551594,0.03504497751124438,0.000389911303347638,0.00035356112727331424,0.0005711838784576773,0.00023386699069107694,0.00010109860483925321,0.0003748125937031484
87,87,9/13/2020,OK,69354,38827,4819,0,2454,6713,0,0,2747,13794,12356,39762,17236,905,654,55,0,21,88,0,0,29,58,61,714,130,2851510,284332,335664,67126,5354,3543986,0.019569490398664104,0.013616294524655358,0.01694849682765218,0.03655811459047165,0.019999165832499166,0.0,0.00025536218258198536,0.00022935216779881537,0.0001934358426065304,0.0003128445013854542,0.0002621669288335955,0.0
88,88,9/13/2020,OR,29337,11646,983,0,827,718,549,525,10091,3998,11563,13830,3944,509,323,12,0,19,11,7,8,50,79,65,340,104,3403252,74414,66784,145009,14649,3704108,0.007920125439107067,0.003422021055155481,0.013209879861316418,0.005703094290699198,0.01075107810253953,0.03747696088470203,0.00013741499977862416,9.490922212048946e-05,0.00016125997796113636,0.00013102635008861518,0.00016471011020603737,0.00047784831729128267
89,89,9/13/2020,PA,143881,52533,19258,0,2269,0,0,0,2854,66967,11960,35922,95999,7837,5664,1634,0,165,0,0,0,374,0,464,7373,0,10663774,1431826,39735,358195,7115,12500645,0.011509886089877762,0.004926304702256443,0.013449958304989573,0.006334538449727104,0.0,0.0,0.0006269276505332325,0.0005311440396242456,0.0011412001178914197,0.0004606429458814333,0.0,0.0
90,90,9/13/2020,RI,22905,6326,2126,7807,342,70,0,143,288,5803,7807,9295,5803,1071,701,54,102,12,1,0,0,0,201,102,768,201,910253,75073,9173,31768,1602,1027869,0.022283968093210323,0.006949716177809906,0.028319102739999734,0.01076555023923445,0.007631091246048185,0.0,0.001041961572924176,0.0007701155612780183,0.0007192998814487232,0.0003777386048854193,0.00010901558922925978,0.0
91,91,9/13/2020,SC,131864,48735,34741,0,1228,0,0,0,8675,38485,10556,66498,54810,3064,1465,1072,0,22,0,0,0,80,425,99,2221,744,3164143,1302865,24665,61247,3957,4556877,0.028937362145170915,0.015402274802371448,0.02666508041892291,0.02004996163077375,0.0,0.0,0.000672390323460563,0.0004630005660300435,0.0008228020554700602,0.0003592012670008327,0.0,0.0
92,92,9/13/2020,SD,16638,9566,1198,1459,769,2064,0,0,1582,0,1459,15179,0,184,114,2,6,5,42,0,0,15,0,6,178,0,706690,10533,72782,7775,517,798297,0.020841867124641582,0.01353634549802601,0.11373777651191494,0.09890675241157557,0.028358660108268527,0.0,0.00023049065698605909,0.0001613154282641611,0.00018987942656413178,0.0006430868167202572,0.0005770657580170921,0.0
93,93,9/13/2020,TN,171824,89903,32340,0,1541,229,132,0,22157,25522,23983,111084,36757,2078,1350,589,0,20,4,2,0,96,17,134,1931,13,5056311,1068010,26256,93897,5426,6249900,0.027492279876478024,0.017780354096098915,0.03028061535004354,0.01641159994462017,0.008721815965874466,0.024327312937707336,0.0003324853197651162,0.00026699307063984,0.0005514929635490305,0.00021299935035198143,0.00015234613040828764,0.00036859565057132326
94,94,9/13/2020,TX,659434,14529,8143,19961,771,0,0,0,225,615805,19961,23668,615805,14190,4281,1620,7929,275,0,0,0,78,7,7929,6254,7,20389793,3070440,251209,1000473,31242,24743157,0.02665116662356384,0.0007125624080636816,0.002652062896522974,0.0007706354894135074,0.0,0.0,0.000573491895153072,0.0002099579922169882,0.0005276116778051355,0.0002748699864963872,0.0,0.0
95,95,9/13/2020,UT,57875,25686,1268,20133,1341,1126,2364,0,6607,6053,20133,31689,6053,433,224,7,97,23,34,23,0,35,22,97,314,22,2547329,33864,40729,57800,26049,2705771,0.02138946717959502,0.010083503151732658,0.03744389321993858,0.023200692041522492,0.02764614893564782,0.09075204422434642,0.00016002832464388154,8.793524511360723e-05,0.00020670918969997637,0.00039792387543252595,0.0008347860246998454,0.0008829513608967714
96,96,9/13/2020,VA,133814,36441,26553,32448,3977,163,0,894,3197,30141,32448,71225,30141,2724,1459,702,283,136,5,0,2,43,94,283,2347,94,5725432,1579414,41525,449149,8201,7803721,0.017147460807478893,0.006364759899340346,0.01681193151383994,0.0088545226639712,0.003925346177001806,0.0,0.00034906424768389336,0.00025482793263460296,0.0004444686446998697,0.00030279484091025473,0.00012040939193257074,0.0
97,97,9/13/2020,VT,1684,1398,174,0,64,2,0,0,37,9,59,1620,5,58,55,0,0,2,0,0,0,1,0,0,58,0,598592,6456,2308,8069,175,615600,0.0027355425601039637,0.00233548059446167,0.02695167286245353,0.007931590035940017,0.0008665511265164644,0.0,9.421702404158545e-05,9.188228375922164e-05,0.0,0.00024786218862312553,0.0,0.0
98,98,9/13/2020,WA,79826,21221,3279,23269,2710,910,1402,1459,1142,24434,23269,32123,24434,1991,1325,66,283,149,53,32,22,40,21,283,1687,21,5535262,252333,122649,491685,43505,6445434,0.012384891382023306,0.003833784200278144,0.012994733150241942,0.005511658887295728,0.007419546836908576,0.03222618089874727,0.00030890084360494575,0.00023937439637003634,0.0002615591301970016,0.0003030395476778832,0.00043212745313863136,0.0007355476382025054
99,99,9/13/2020,WI,94679,63283,10669,0,2402,964,0,0,8283,9078,18074,63533,13072,1218,898,231,0,32,14,0,0,24,19,144,1051,23,5036923,367021,60100,131828,2505,5598377,0.016911865706793237,0.012563821205922743,0.029069181327498972,0.018220711836635615,0.016039933444259566,0.0,0.00021756305443524078,0.00017828344804953343,0.0006293917786720651,0.00024274054070455442,0.0002329450915141431,0.0
100,100,9/13/2020,WV,12699,10090,823,0,0,0,2,0,1784,0,0,0,0,266,58,3,0,0,0,0,0,0,205,0,0,0,1746513,63885,3975,12637,485,1827495,0.006948856221220851,0.0057772258208212595,0.012882523284025985,0.0,0.0,0.004123711340206186,0.00014555443380146046,3.320902850422528e-05,4.6959380136182205e-05,0.0,0.0,0.0
101,101,9/13/2020,WY,4346,2269,40,588,29,470,14,0,217,854,588,3039,854,42,17,1,2,0,15,0,0,0,7,2,32,7,529110,5135,14457,4649,521,553872,0.007846578270791807,0.004288333238835025,0.007789678675754625,0.006237900623790062,0.03251020266998686,0.026871401151631478,7.582979460958489e-05,3.212942488329459e-05,0.00019474196689386563,0.0,0.0010375596596804316,0.0
